,SquareFeet,Bedrooms,Bathrooms,Neighborhood,Price
13218,2372,2,3,0,289640.1350413191
31519,2855,3,2,1,294536.0624229393
6072,2516,2,2,1,266620.469252112
3514,1147,5,3,0,67321.37160102843
47682,2049,3,2,0,186487.9873760712
11643,2937,5,2,0,356807.14086034795
30120,1185,2,1,2,118929.21002639303
28556,1767,5,1,0,200641.67282520627
25760,2180,2,1,0,186221.31699635263
7823,2921,5,3,0,334213.01265864255
19027,1773,3,2,1,223766.2439673029
20686,1045,4,1,2,169845.80036048096
6702,2473,2,3,2,215888.56725299012
45099,1075,4,2,1,102687.5464447223
45889,2723,2,1,2,319810.80715477746
26930,2995,5,2,2,476671.7332626706
2264,1534,5,3,1,175470.04477273294
7809,1460,2,3,1,164937.90490508717
31772,1633,2,2,2,188679.07445767891
41862,1508,4,3,1,176664.13268750542
36501,1118,2,1,2,119790.5604368841
3262,2239,5,3,0,245378.18863564264
29306,1071,3,1,1,176105.87349972228
27402,2664,5,1,0,348852.23217290326
17240,1239,3,1,0,145505.5361932352
8280,2653,5,3,1,372519.4508287314
3874,2318,4,1,0,216461.522749686
39348,1323,3,3,1,175240.53399766472
1775,2939,2,2,1,326167.7599199721
47172,1436,2,3,2,214486.45019887303
14062,2526,2,3,0,153124.50762589878
2842,2024,2,2,2,204408.23460030585
31968,2665,4,2,0,341788.25841866067
41087,1419,5,2,2,247972.39714438308
37925,1009,5,3,0,94933.98402438818
35403,2128,5,2,0,259762.87912720803
8376,2969,3,1,1,303589.29887979425
27010,2711,5,2,2,312240.47197339294
24821,1957,2,3,1,273493.05925982026
22517,1998,3,2,2,143804.79666760136
1512,1947,4,3,2,182412.56910595205
31714,1004,2,3,1,164649.55325472692
37496,1455,4,2,1,185687.26771226636
22257,1564,2,1,2,121769.80757788054
36862,2219,5,1,0,232929.72683878447
18131,2607,3,3,2,238363.11304568284
15387,2729,4,1,2,263573.7074438029
48785,1167,3,1,1,130686.98910999025
13709,1762,5,2,0,124773.00946716136
27842,2845,5,1,2,334461.54053152323
48012,1753,2,2,0,187356.0692246645
23420,1668,5,1,0,151900.7448784185
46682,1941,4,2,2,307963.61163277144
42757,2834,4,2,0,340226.8944209749
20204,1285,2,3,1,151914.71764462074
40372,1661,5,2,1,149374.8358044519
25206,1741,3,2,0,172523.91457005928
37399,1561,3,1,0,199445.8331734688
22224,2472,2,2,2,237016.11325155952
18294,2881,2,3,2,323494.48181006755
2304,1993,2,3,1,254008.05060584267
49878,2886,5,3,1,331740.5543183698
47071,1140,5,2,2,93736.42301490049
27511,2846,4,1,2,367372.82798977697
11158,1175,2,1,2,162827.8386978961
42360,2177,2,1,0,232999.96611602572
39878,2517,2,1,0,294878.6073920478
21799,1021,5,3,0,139005.9409816102
9678,1441,2,3,0,248121.05369869008
46407,1391,3,1,0,209442.821146731
17245,1069,3,1,0,159939.1681616333
24683,1226,2,2,2,103555.11825626584
2824,2241,3,3,1,222345.15541694025
20023,1427,5,3,2,183438.09676400872
2247,1362,3,3,1,219678.45587805967
20064,1838,2,2,2,184157.73243135025
46544,1466,5,2,2,107891.8733505257
16231,2582,3,3,0,351506.4750517589
11233,1175,5,2,2,119492.4207045421
6092,1060,4,1,0,138622.8270093057
25189,1712,5,1,1,197162.6069285917
45463,2549,5,3,1,425958.58590683
25818,2862,2,3,2,289047.3887793417
1712,2403,3,3,0,279182.2622396814
13861,2051,5,3,2,237891.84922481436
716,2865,5,2,2,371294.7232165792
24191,2364,5,2,0,223513.2052166377
35554,2420,3,2,0,238097.80076660236
18461,2973,2,3,2,340148.3628098632
1370,2891,5,3,1,331896.5332262776
1405,1333,5,3,0,79993.95024637695
35886,2816,4,1,0,295918.18528936745
39307,1270,3,2,0,204126.9238522022
4333,2852,2,1,1,277857.0655194166
45166,1130,2,3,1,69618.79398825156
42494,2650,2,3,1,278150.58336813614
7874,2825,2,3,1,313663.872934039
12990,2445,5,1,2,256263.675037007
43977,1329,4,1,0,212789.66345399088
19208,2251,4,3,0,198134.93267211004
43634,1378,4,1,0,177983.86912282152
38864,1362,3,2,2,145255.34078392692
21245,2552,5,2,0,313443.80215332145
3660,2376,5,1,2,254442.44453642645
47641,1122,4,2,1,158287.3112009881
17413,2565,5,3,0,310008.8197989171
24257,1553,3,1,0,184309.87942976548
24424,2213,5,2,1,185871.41083032067
21047,1948,4,3,0,227431.2291440451
8989,2515,3,3,2,228572.65775313243
5975,1595,2,3,2,196042.0509094505
45896,1579,4,1,2,259861.11935378792
36392,1287,3,3,2,139839.8537577258
14490,2361,5,2,0,350311.6553099242
28105,1697,3,2,1,259152.68625568275
2269,2460,5,1,2,294182.8572574317
3394,1154,4,1,1,161345.9555426621
45075,1173,4,3,0,169984.6815810479
11442,2298,4,3,2,257321.9937848153
17088,1534,2,1,2,108752.11995894794
24696,2001,4,2,1,302758.4712939657
18688,2089,3,2,1,298847.55184786505
3089,1920,3,2,0,236392.49784965653
38258,2183,5,1,0,263519.70441509306
27103,2569,5,3,0,271807.5632095695
32286,1158,2,2,2,114972.99481521155
46386,2890,5,2,0,376445.713485408
34665,2235,4,3,2,274269.09153267863
34317,2703,2,1,1,357542.6982111833
1287,2541,3,1,0,279927.3625480185
15070,1821,3,1,0,222782.59148292645
38909,2767,4,2,0,220006.34467052977
41736,1517,3,3,2,291464.81034858286
38577,2206,4,3,0,239594.75237571285
5543,1403,3,3,1,192055.84545293637
17226,1582,3,3,1,201690.71650539187
49836,1870,3,3,2,213084.5698287947
38473,2429,5,2,0,289288.0237471799
49749,1114,4,2,1,210813.48854447823
32381,1955,4,2,1,224870.8189314121
22579,2219,4,2,1,135665.972337408
34424,1066,4,2,1,128696.88523609623
17767,1376,3,1,0,162046.89274635195
46836,2292,3,1,2,257914.38754846813
39865,2033,4,3,2,189673.98896954095
7508,1753,5,3,1,237262.9049453013
9574,2375,4,3,1,170816.0537004249
47459,1589,2,1,2,135133.22529248084
20536,2845,2,1,1,358821.53550567944
42584,2157,5,3,1,185288.04314827087
5457,2042,3,2,0,300444.17324249004
704,1379,4,2,1,103848.36089510174
14216,1937,2,2,1,214951.4275829982
43539,1588,5,3,0,125208.63955179624
27480,2324,3,1,0,197111.00189226892
48176,1460,4,1,2,201070.74891067087
7432,2719,3,2,0,333199.63916432613
20780,2294,5,3,1,218672.4572868774
25317,2927,2,1,0,327276.5682422607
35278,2445,4,1,2,387307.7666399088
23579,1410,3,1,2,116866.73013128
36494,2836,3,2,2,291864.58633586235
34764,1604,3,2,0,167450.70422572733
31941,2091,3,3,0,288676.2311439459
46454,1572,4,3,1,191067.4426985527
3551,1462,5,3,1,205631.55701725103
1767,2571,5,1,2,224188.644548403
41298,2936,2,2,0,285639.5486151493
39296,1650,4,2,0,217000.32687041876
48249,2766,3,1,2,326638.3034925506
30599,1971,3,3,0,188001.30638383343
21306,1943,5,1,1,267728.94398797007
37744,1132,3,1,2,238418.97456609356
44497,1764,4,3,1,168720.12627515334
21563,1192,5,2,2,200781.19110305404
13211,1699,4,2,1,113129.5042280947
46111,2986,3,2,2,422449.3237247577
26585,1854,3,3,0,250313.14571261237
46392,2212,5,1,0,243587.10786232413
43848,2541,3,1,0,311224.49493097264
38421,1047,3,1,0,29699.0397702754
11434,2633,2,2,2,386758.4752327432
30936,1417,3,2,2,88405.85232167244
29760,1555,5,3,0,246420.3235685156
25852,1084,5,3,0,152833.5625083269
35650,1263,5,1,0,112002.43441847934
30503,1946,2,2,0,225800.2178735781
27124,2483,5,2,2,308324.92404884635
10384,2094,3,2,0,215184.3110477909
25201,2616,2,1,1,299757.15155297384
6444,1634,3,3,0,123643.44337117422
25758,1056,5,1,2,213584.48758427412
27114,2143,4,3,1,183243.35462044025
9674,2289,3,3,2,221596.43917836665
18988,2261,5,1,0,278956.8208077701
18523,2557,2,1,2,278339.4153460376
27343,1215,2,1,1,93024.07667455668
40673,1917,3,3,0,153818.83315929328
25604,2896,5,2,1,366121.03015722695
19349,1283,4,2,2,104234.04491142124
18485,1775,5,3,2,172940.4782892099
981,1958,5,1,2,256779.9117483605
12080,1221,3,3,1,164263.86454828465
36046,1091,5,1,0,97375.82198596204
5272,2818,5,1,1,283828.09656187805
41523,2411,3,3,0,257857.72258269173
25839,2029,3,1,2,204830.13147663945
17195,2729,3,2,2,262724.2661697562
31680,1142,4,3,1,127431.62453397906
42839,2339,3,3,0,253033.8404177977
9684,2935,3,2,0,239077.97214019796
34167,1213,5,3,0,162568.73458798372
36781,2116,5,2,0,233798.3641712269
45796,1883,5,2,2,280947.403860795
49483,1704,5,2,0,131492.62644239218
22348,2851,5,1,1,378603.5566358268
24930,1622,5,1,2,148240.8742311278
34569,2243,3,1,2,289171.4511366438
42254,1855,2,2,2,129364.12698562974
13577,1957,2,3,0,162723.35925943943
4870,2777,3,2,1,285345.94625929854
22856,2433,3,3,0,250802.18128886263
35220,1422,2,2,0,151003.46211670185
40839,1907,3,3,0,190086.4711233043
32387,2581,4,3,0,248888.21203634783
38209,1582,5,3,2,180611.61952651452
17916,2485,5,3,2,206120.98889098092
45809,2944,2,2,2,387509.7894614789
42172,1331,4,3,0,82262.15684944642
47255,1356,5,1,2,198576.968132034
25479,1230,2,2,0,181131.0179422062
6591,2814,4,1,2,359471.9415035638
36006,1435,2,2,1,168837.56710431946
7673,2256,4,2,2,333306.1952343286
40445,2484,2,2,0,273790.0401488852
23712,2106,5,3,0,309076.87057950697
7195,1505,5,3,0,179176.10093769355
28406,1650,4,3,0,273092.08756986057
796,2256,4,2,1,232944.419166036
31652,2287,3,2,1,260410.79551188851
46964,1328,2,1,2,187470.9442690212
47867,2366,4,1,0,257512.4898317435
38304,2674,4,2,2,236001.44176931007
27702,2066,5,1,0,352062.6927187268
26341,2679,4,1,0,253692.8535537489
15400,2418,2,3,0,289507.2247424245
29701,2300,3,2,0,192183.2217302808
39435,1891,2,3,1,216905.78099659423
39028,2242,5,2,1,245134.52493060808
16269,1071,4,1,1,99259.67310749
42471,1845,4,2,2,94547.23149837236
21721,2393,4,3,2,285465.9476472344
26,1805,5,1,0,243985.2054715822
19496,1941,3,3,2,234998.1806989568
17188,1761,3,1,2,114291.6550332589
19368,2611,2,1,2,277636.1735936463
17104,2198,5,2,0,220630.78888843948
10257,1696,3,2,1,110874.982983899
5705,2402,3,3,2,236142.7436685065
41912,2218,3,2,1,240429.35369888096
13547,1825,4,3,0,266093.0543858799
40658,1321,3,1,0,116284.6687604536
4946,1024,5,3,0,166975.69303160525
36227,1221,3,1,2,127928.66082735734
12475,1098,2,2,1,66269.25456324985
22853,2126,4,1,1,195765.14630676148
18628,1090,3,3,0,173474.0031638656
15066,2741,2,2,2,182741.24201514584
43341,2228,3,1,2,273082.89681569627
17987,2199,3,2,1,310709.58173971233
15839,2691,2,1,0,354722.06180409185
44891,2800,2,2,2,324402.5045843473
6479,2527,5,1,2,235116.3042936352
37081,1485,2,3,1,140929.40918149258
43899,2722,3,3,2,229756.73855035048
5531,2270,5,3,2,241629.14746412123
17989,1685,4,2,0,236199.6358434311
30851,1355,3,2,1,118576.43926239468
1082,1235,3,3,2,106521.1346797226
20773,1077,2,2,2,120447.81136323253
30202,2978,2,1,0,352323.1746276098
36010,2300,5,3,2,260014.73546353105
18700,1590,5,2,0,209403.85406973725
30220,1785,3,3,0,212557.6851031943
19943,1786,2,3,1,120631.12243312558
37431,2082,3,3,1,225906.10719199735
10606,1462,4,2,2,194233.59244600177
6519,1857,2,2,1,198515.54596207011
12798,1138,4,3,2,62838.169426830966
37893,2176,4,1,1,196489.85412130808
47979,1682,5,3,2,196815.202154264
48436,2900,2,3,0,329957.57204773085
35501,2831,3,1,0,245011.44301948388
22555,2513,3,2,0,207690.9617279683
11153,1006,3,2,2,208925.718804658
3962,2938,2,2,0,244917.9231324967
18301,1875,3,1,1,249191.3053863913
24660,2239,2,1,1,222453.72276519303
43229,2913,3,2,0,326740.733393836
434,1954,5,2,2,268826.7410314462
36688,2715,4,3,1,378453.563773429
49499,2674,3,3,0,247756.42744262487
25386,2405,3,2,2,362906.6564490746
2204,2274,3,3,1,265436.3642636332
19842,2951,2,2,1,271997.95839973533
36668,2168,4,2,1,141528.02945447306
30059,2935,2,2,0,281772.740133754
6969,2936,3,3,1,239597.19471530983
8708,2661,4,1,1,303678.43947648833
20164,2583,4,3,1,236197.64681693877
47278,1050,2,2,2,127591.26090711524
46150,2141,4,2,1,239726.1252908928
8761,2073,4,1,0,237011.97512339003
27614,1414,4,2,1,226613.6364605713
37221,2429,5,1,2,230330.97243445268
15185,1437,3,3,1,143143.59329462785
11113,1535,5,2,2,240041.9611476588
25727,2925,2,1,0,336054.84335837385
41538,1124,4,2,1,151028.92116031903
44808,2698,4,3,2,306059.5601413241
21777,2502,3,2,2,211125.053532184
39280,2011,4,1,0,85429.88728401856
3240,2219,3,1,1,204841.7274701333
31578,1161,5,1,0,95776.09635799252
7247,2593,5,3,2,295989.9314964926
17327,2069,2,1,2,131673.1273698791
30687,2769,4,1,2,216749.8955462613
27289,1126,2,3,1,163453.71664512908
42072,1142,3,2,1,66891.74398622209
48766,1760,3,3,1,281496.91769243457
11887,2808,4,1,0,231582.08580545988
19881,2075,4,2,0,256061.385332002
47339,1584,4,1,0,138779.7814643748
13655,2880,4,2,2,363580.1630870598
36856,1360,2,2,0,140703.02564114373
38646,2694,4,1,2,199921.66936771272
34156,2460,4,2,1,244420.4901752874
12221,2214,5,1,1,265855.4724227167
30825,1339,3,3,0,201489.8185642461
34335,1968,5,2,2,210736.03161756237
21664,1710,3,3,0,230902.31117303477
39768,1885,5,2,2,251294.58656565228
16002,1528,5,1,1,177639.77718131428
10722,2036,4,3,1,152529.97613382022
7073,1286,4,3,2,146015.92403235348
18282,1056,5,3,0,42610.27261040064
8552,2714,5,2,0,351486.7521808669
38963,2583,3,3,2,329714.95774695254
44855,1527,5,2,2,121515.32346304644
1936,2521,3,1,0,309536.2807755707
28599,2338,2,3,2,217551.5144315129
4903,2036,2,1,2,239701.54274144664
10672,2506,2,1,2,269248.7226376213
3449,2250,5,1,0,225151.1940044544
36074,2884,4,3,1,351001.7384980537
33973,2477,2,2,0,232533.87220264983
36956,2714,5,2,2,300438.73792244925
19418,2583,3,1,0,274757.0139268332
42422,2351,5,3,0,257916.44853429132
38334,2447,3,3,0,239606.044411277
22610,2397,3,2,1,292032.8227798783
27157,2003,2,2,1,257389.4650872424
15413,2169,4,2,2,199589.2498988617
30413,2088,3,2,2,238357.10446097123
4599,2537,5,2,1,265746.02677615464
19375,1761,3,1,2,137466.76892379596
41488,1678,5,2,2,240268.8012676304
12205,1815,3,2,0,164078.303419635
26731,2864,4,3,0,247849.97557910933
25524,2390,4,3,0,307024.3721175448
37906,1651,3,1,1,195851.8884664856
5147,2899,3,3,1,413630.90644318814
15524,1912,2,1,2,177388.83532826602
31295,1884,2,3,1,154898.69662456773
13358,1146,4,2,2,26839.47027727192
3814,1970,5,3,1,240967.27933588056
13134,2572,2,2,0,288513.421755431
2292,1447,4,3,1,243137.86711891272
44353,2349,3,2,2,191523.62070571256
3605,1685,5,3,1,142153.28510166932
13297,1798,2,2,2,251527.0788548541
43646,1475,3,2,0,200927.7296613308
16051,2103,2,1,0,206383.5603615816
1660,2086,2,1,0,177225.0105645699
3796,2727,4,1,1,222875.4109103647
29039,2492,3,1,1,236868.08322483368
17237,2443,3,1,1,326186.6391440162
2979,1750,2,2,2,199661.272241265
23808,2918,4,1,1,265082.47184471885
12229,2741,5,3,2,212756.3038179337
12285,1893,4,1,2,195014.88952655843
24304,1454,2,2,1,122095.50219694752
29192,2977,5,2,1,318823.8290155389
22766,1190,2,2,1,194605.11207645605
19460,2134,2,3,2,194220.53197643155
151,2796,2,3,1,178353.14814536367
9199,1847,2,2,2,185298.2408474053
48168,2141,2,3,0,197925.801415755
41514,1425,4,3,1,180421.6432266356
49962,2825,5,2,2,328678.917538052
19030,1867,2,2,2,208433.0024817349
11765,1883,2,1,0,96374.3512056794
11422,2581,2,2,2,261336.8638619481
6010,1559,4,1,2,197780.78154338483
48198,2561,3,3,0,273886.9002326089
8166,1851,4,1,2,189452.14272193843
48648,1851,3,3,1,256703.79450343715
46535,2654,5,2,2,251414.9728706502
16223,2832,4,1,1,275133.02621323423
27493,1823,3,3,2,204187.6976053472
39830,2190,3,2,0,184724.14167409763
39218,1833,5,3,2,198804.817708219
32801,1617,4,3,0,166360.1125477585
35581,2073,3,1,0,206411.62085010775
36570,2613,2,1,0,343913.80598728627
27520,1129,5,1,2,121454.27990470358
22040,1454,2,3,0,111332.70599051988
41610,2072,5,2,0,174647.89252325587
5927,2597,2,1,1,279777.35906450177
32419,2086,5,3,1,192814.50959733472
47266,2750,4,2,1,307070.7144933549
20890,2477,2,1,2,269940.04072574724
38189,1317,3,2,0,130399.78841456676
26282,2941,4,2,2,360485.3544201852
24467,1702,5,2,0,271197.5592846097
33968,1923,4,1,0,152827.58985895803
6343,1238,4,1,1,183733.05026317143
33312,1698,4,1,0,232863.57478221055
43447,2809,3,2,1,310176.06449769635
2608,1754,2,2,0,122978.59228383146
11060,2908,3,1,2,246697.5867195166
39080,1044,3,2,2,198805.69836088817
22138,1868,2,1,0,169316.0740868635
6421,2759,2,3,1,348052.76136436954
7045,1607,4,2,2,144421.68605274116
5,2095,2,3,1,198208.80390657103
16137,1815,2,3,0,146364.72907058574
19560,1547,3,1,1,127990.6161980536
40281,1009,5,2,0,107218.55514112918
5418,2246,5,2,1,268925.29951132
440,2693,4,1,0,257512.558546102
37810,2087,5,2,1,274488.1308189472
45371,2522,5,1,0,231213.5786785824
49832,2455,5,3,1,244086.9990964707
36021,1614,4,2,0,256815.48014114605
38059,1728,4,1,2,115724.47011043492
1939,1171,4,1,0,235023.5771956077
9125,2073,3,2,0,221686.48633999305
18922,2493,3,3,0,242461.99784851988
4874,1973,2,2,2,313510.6083444408
22482,1277,4,3,1,231677.17553189944
48887,1122,5,1,1,163394.07415211442
7982,2557,5,3,0,230257.62062238317
17280,2840,2,2,1,256325.3678837312
42109,1764,2,1,1,191963.27001207013
27477,2528,2,1,0,193233.9104012729
28307,2166,3,1,1,341576.9112740968
7711,2482,5,1,1,334159.8124931506
16902,2734,4,1,2,277707.91126334755
48554,1290,3,2,2,214511.0751714076
5073,2783,2,1,1,349165.23631045927
27620,2123,3,1,0,193048.3327161746
23621,2513,3,3,0,337333.9692713382
9416,2870,2,2,1,318830.2822749786
24659,2154,5,3,2,258110.9473177613
39858,1809,4,3,1,258181.01360191675
16460,1130,4,1,0,225710.5488878786
40037,1490,5,3,0,163193.22204702804
24663,1597,3,2,2,238500.82885186863
48667,2716,5,2,2,340159.34028464835
29298,2902,2,3,0,321681.994374006
7671,1112,4,3,2,112197.83612968844
13130,1452,3,2,0,227438.208204808
38717,2009,5,2,2,185583.313678077
46139,1128,5,1,2,65994.07912026139
33083,2633,5,3,0,267484.52504796634
41650,1639,4,3,0,147825.35787825804
6464,1618,2,2,1,153778.40307945944
14256,1671,4,3,0,226556.42460277135
15016,1358,2,2,2,79598.45330312422
44979,1805,2,2,0,152483.60072104167
27236,1542,3,3,2,291259.3556933168
48597,1430,2,2,1,167335.65489273664
7188,1138,5,1,2,191656.24805504805
24446,1324,4,1,1,106112.47861762844
12918,2209,4,1,2,187109.92933131545
8309,1797,2,1,1,228573.94626244408
21345,2489,2,3,1,253217.9791130204
30612,2480,3,1,0,326459.4993869709
25482,1862,4,1,0,204524.0123439562
48605,1982,4,2,1,135165.32171321593
33542,1217,2,1,2,92442.25374454028
3536,2343,2,2,0,196703.029854184
13738,2443,4,2,1,184376.3444826326
8391,2786,5,2,2,403980.1709141894
22888,2932,3,3,1,193486.83374276408
4458,2403,5,1,1,251280.0210700432
39543,1302,2,2,2,148849.5830361177
25738,2776,4,3,2,332712.61703253625
17778,1657,3,1,0,182200.24604671917
37941,2642,2,2,1,319753.0199450481
2615,1352,3,3,0,201207.81788812936
22575,2944,5,2,0,321616.41406927945
41347,1657,5,3,1,235997.4012646652
9962,1529,4,3,0,162743.85880484906
28539,2466,4,3,0,332638.7532119057
17972,1046,3,1,2,177987.65667056735
39503,2299,5,2,0,239486.8799996399
34371,2647,5,1,0,317133.5454703548
49916,2260,4,2,2,314202.9369475913
1618,2829,2,2,2,287868.45272430894
14230,1024,4,2,1,114136.20089761131
12132,1279,5,3,1,137126.82976955926
9530,1573,3,3,1,163985.12019238138
48714,2445,4,3,1,350225.98956245143
32352,1041,5,1,0,106409.27917239918
29005,2437,4,2,1,227890.75267208097
24021,2225,3,3,1,206873.89460955636
17705,1654,5,2,0,196710.28868614088
21457,1848,5,2,2,226945.19485649452
26267,2429,2,3,2,291855.2575173991
18715,2379,3,3,0,352871.1615054408
405,1152,2,2,2,68864.72803706494
16614,1390,2,1,1,231615.362831032
4126,2642,4,3,1,229142.59813519125
34212,2869,4,2,2,306847.8506128071
37155,1663,2,2,0,153909.82492106094
8764,1346,4,3,0,143358.10172148273
2038,1981,2,2,2,230383.38744124476
24347,2643,5,3,2,287060.45574198465
1022,2240,2,2,1,194460.42333305304
41106,1679,5,1,0,203776.90942601487
7441,2462,5,3,2,326211.7780725448
10895,1337,3,2,2,189141.4457618729
37019,1291,3,1,0,284103.18624762393
16661,1548,2,1,0,116972.81312398789
29406,2810,3,2,1,402339.92371694953
34139,2517,3,3,2,217363.64737721052
40011,1150,5,1,0,173522.21355637867
27741,2442,4,3,2,245300.8020832764
43747,2218,4,3,1,287813.75745231216
38446,1117,2,1,1,113138.7272590418
32099,2050,3,1,0,254978.6807672945
41947,1333,4,2,2,166740.18038765114
13316,2153,3,1,1,274511.41523529426
1263,1144,4,3,2,140611.7564365718
8546,1903,3,2,2,260348.57418157585
19981,2875,3,2,1,265807.2522812405
17447,2295,2,1,1,223819.55530180185
21161,1191,3,3,0,100534.81901801017
48593,2154,3,3,1,208576.56271308425
37495,1656,3,3,1,202649.0770772506
47130,2220,4,2,0,267087.3967844639
47835,2404,4,3,0,338262.9799789712
10855,1737,4,2,1,156510.182004841
395,2443,2,3,0,241617.27376623056
16499,1206,5,3,0,174992.6292802512
36096,1259,5,2,2,171325.23886917756
9268,1471,2,3,1,155851.32323534664
49403,1395,2,1,1,186336.33088463312
32118,2754,5,1,0,240158.54482553032
25184,1097,2,3,2,75410.86888556878
8946,1196,5,1,2,186161.9683432079
8958,2036,3,1,0,266000.36021409795
43021,2838,5,3,2,232079.73904179747
43821,1776,4,1,1,169675.7490519065
31152,2539,4,3,1,376393.38783558336
48684,2327,4,3,0,242476.74972103705
49984,2967,2,3,2,345653.6036414247
28492,1451,4,3,0,222664.5711221732
26885,1165,5,2,0,115686.16693725188
30212,1167,2,1,0,153492.67151107968
17290,2919,2,2,0,263097.1102192021
42694,1592,3,1,0,207401.596484544
4254,2838,2,3,2,365776.622245525
12207,1233,2,2,1,207403.38800004372
1225,1027,4,2,0,190994.41719116567
6415,2255,4,3,2,302093.88557914353
21677,1372,3,1,2,180943.61240935125
4758,2512,4,2,1,285341.53167133883
36905,1021,4,1,1,128750.21182106824
6962,2932,3,2,1,392850.6245799552
45257,1490,2,2,2,157433.78521542333
8626,2091,5,3,0,273450.90646316286
38080,2220,2,1,1,213428.8886106416
42435,2484,5,2,1,233672.06995090956
43583,2668,5,2,0,354640.15738654765
4864,1398,4,1,0,171866.2085995957
15453,2750,3,3,1,305062.31913030724
47876,1675,3,1,0,278357.19388084137
41169,2096,5,3,1,267229.28430442803
12176,2220,2,1,2,310583.1721096569
42610,1659,2,1,2,162537.87179012303
22665,1820,2,3,2,158352.68166137737
31533,1232,5,3,0,197566.83561140692
29272,2680,2,2,0,273370.543586964
40938,2493,3,1,2,277615.3423705497
10428,2889,2,1,1,313101.9826558293
32038,2547,3,1,2,226502.4409515597
15478,2862,5,2,1,335524.3608848182
45272,1508,5,2,2,190691.70844622413
9474,1598,4,3,2,190341.3205379949
14579,2904,4,2,1,419448.83787868137
18446,1998,2,2,1,124647.41726067444
18305,1944,4,2,1,231267.3706365079
26301,2357,4,2,0,253889.62990342785
20485,2369,3,2,1,247840.2140837456
28021,1084,2,3,0,54003.93664027663
16500,2341,3,2,2,284313.2365342283
24102,1018,3,3,1,83148.3472293496
26468,2830,3,1,2,296989.2816423344
35577,1976,5,2,0,211661.09609638003
13104,2664,5,2,2,311468.3867255711
17576,2296,2,3,2,275803.22486709163
17891,1769,4,3,2,158440.57894859256
16456,1767,3,2,0,136684.54030866863
14568,2851,5,2,1,332144.6128107495
44868,2287,2,2,0,253073.37039573415
21821,1675,4,1,0,145954.18927498854
28086,1504,2,3,2,184513.63681026295
42536,1971,3,1,1,204589.99806411823
34247,2107,4,1,2,267658.5112989624
26597,2586,4,1,1,262138.27788872476
21757,2472,2,1,1,233260.5660442242
22773,1870,2,1,0,127537.49636629075
5973,2131,2,1,1,198557.1159198687
34974,2353,5,3,2,274750.59964443644
37024,1577,4,2,0,162018.91283224738
11005,2629,2,3,1,312845.3355508801
33239,2446,4,3,2,344057.85454063764
24703,2771,4,3,0,253187.86506727815
23929,1967,3,3,2,198455.6331003068
26179,1140,5,3,2,211783.63203895028
31354,2328,5,2,0,361224.6743598738
3892,1984,5,2,1,228769.5251657491
10876,1028,4,1,1,52510.22689554014
16991,1907,3,3,1,258638.7897520948
29444,1768,4,1,1,215972.30388981395
42916,1096,5,1,2,130717.38844966191
11065,2449,4,3,0,275875.82865486736
5644,2027,4,3,0,203139.17325297408
4853,1581,4,2,0,175671.4289010316
3301,1482,4,1,0,237087.8453302385
64,2297,2,2,2,194967.9094711132
37508,2958,3,1,2,279061.0957900928
17945,1910,5,3,1,297367.95341061364
13683,1970,5,2,0,216314.5088577849
19429,2790,2,2,2,300708.0880553693
30774,1561,5,3,1,119804.43113069044
34882,2109,4,2,2,197924.0380461529
48670,2110,5,1,0,305674.9629920435
6188,2637,5,3,1,279132.816803943
15602,1543,5,3,1,226783.56791951976
12672,2223,2,2,2,330307.838528899
3859,1580,2,2,1,78396.45391701184
20858,1769,5,3,1,238895.0882759996
10232,1968,2,3,1,241015.4238960383
42161,2639,2,3,0,225416.8745472719
18226,2964,2,1,2,348010.47059661977
45484,1864,2,3,1,189167.95491236367
39173,2482,2,1,0,315078.9149821273
14269,2979,5,2,0,297028.93755140627
22237,2675,3,3,1,341510.954807414
15464,1646,3,2,2,168157.0727372302
10446,2141,2,3,1,275236.2080080332
17881,1369,2,1,2,224852.57423829063
15827,1958,3,1,1,234415.1151944589
23781,2963,2,1,2,281592.9140183441
44866,2487,4,3,1,300587.84732004494
13707,2046,5,1,0,236096.3177271222
16473,2074,4,1,2,148565.1512743875
21570,2707,4,2,0,328423.57615502167
10119,1255,5,2,1,140885.55447962115
46845,2945,2,3,2,352790.3841363478
16954,2602,2,1,2,254934.97282398
38380,1032,4,1,0,192915.93500761935
26268,2767,3,1,0,304249.20586280635
28663,2753,2,1,0,291217.38354759815
42228,2457,4,2,2,313252.6478685426
10449,1041,4,2,2,206870.39253093957
9625,1987,3,2,2,214085.88897007343
25355,1941,5,2,1,184816.21484921887
8667,1749,3,2,2,241304.72757844144
27,1385,4,3,0,88030.54185271678
38684,1566,5,2,1,118732.12342077284
10977,2197,5,3,1,208277.2685230504
20545,2768,2,1,1,257011.74779131325
17200,1057,2,2,1,122351.69761814346
44687,2003,4,1,0,194027.9581472005
10543,2607,3,1,0,224589.92061303576
26146,2199,5,3,1,253510.6567106041
23250,1703,2,3,0,151726.4568083454
46519,1123,5,2,1,155328.61512329607
35374,2169,4,2,0,302116.98842609563
27330,1232,4,2,1,192581.3343285919
43492,2086,4,1,2,152129.9564467044
14250,2751,4,2,2,362263.0142255926
42021,2971,5,2,0,357711.1816908057
42395,2418,3,2,0,238027.63204097652
37869,2527,3,1,2,204528.7371160012
5307,1330,2,2,1,165369.02343450292
